"QuantityPath","Parameter","PKParameter","Value"
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","AUC_tEnd",0.000235948983745206
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","AUC_tEnd",-0.0170513541873381
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","AUC_tEnd",-0.171603524469177
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","AUC_tEnd",0.224188052970619
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","AUC_tEnd",-0.00322132114769977
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","AUC_tEnd",-0.00132896670844597
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","AUC_inf",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","AUC_inf",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","AUC_inf",-0.225441883987832
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","AUC_inf",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","AUC_inf",0.00102731968460831
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","AUC_inf",-0.0334531664709265
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","AUC_inf",0.000300845235967132
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","AUC_inf",0.00259010439770882
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","AUC_inf",-0.000329368610046879
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","AUC_inf",0.000229020017083789
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","AUC_inf",-0.016262071835462
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","AUC_inf",-0.171043058293138
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","AUC_inf",0.0549802921842499
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","AUC_inf",0.000827748624321833
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","AUC_inf",-0.00129408805019028
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","MRT",0.00328423263468883
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","MRT",0.0140432047375311
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","MRT",-0.0794454260102375
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","MRT",0.00155190711172168
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","MRT",0.130686209076172
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","MRT",-0.0400889045334894
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","MRT",0.0148671454477261
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","MRT",0.001104281059991
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","MRT",0.00980987979975119
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","MRT",0.00014744983891325
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","MRT",0.0104447446727712
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","MRT",0.00949582825417982
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","MRT",-1.04489463580417
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","MRT",0.0483031601519829
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","MRT",0.000136036889155087
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","Thalf",0.0026018157926899
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","Thalf",0.00937070254732447
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","Thalf",-0.0618050360931213
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","Thalf",0.0016071088658216
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","Thalf",0.105883274903062
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","Thalf",-0.00439320460121944
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","Thalf",0.00864060992500963
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","Thalf",0.000854079630747518
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","Thalf",0.00720721217052652
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","Thalf",-0.000588987480094898
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","Thalf",-0.000320831492688898
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","Thalf",-0.0266054869999439
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","Thalf",-0.696417542820913
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","Thalf",0.041847653219103
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","Thalf",0.00089256029602622
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","FractionAucLastToInf",0.00574883606688116
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","FractionAucLastToInf",0.0232245035482619
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","FractionAucLastToInf",-0.137911163102097
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","FractionAucLastToInf",0.00294801204847537
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","FractionAucLastToInf",0.237178389546818
"Organism|Lung|Interstitial|Raltegravir|Concentration","LargeIntestine-Volume","FractionAucLastToInf",-0.0686207224997135
"Organism|Lung|Interstitial|Raltegravir|Concentration","PortalVein-Volume","FractionAucLastToInf",0.0231189084931095
"Organism|Lung|Interstitial|Raltegravir|Concentration","Spleen-Volume","FractionAucLastToInf",0.00196467118679962
"Organism|Lung|Interstitial|Raltegravir|Concentration","Skin-Volume","FractionAucLastToInf",0.0166138174794707
"Organism|Lung|Interstitial|Raltegravir|Concentration","Pancreas-Volume","FractionAucLastToInf",-0.000154476225070184
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Mucosa-UpperIleum-Fraction mucosa","FractionAucLastToInf",0.0169645513923301
"Organism|Lung|Interstitial|Raltegravir|Concentration","SmallIntestine-Volume","FractionAucLastToInf",0.0120480146286639
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lumen-Effective surface area variability factor","FractionAucLastToInf",-3.63368951803418
"Organism|Lung|Interstitial|Raltegravir|Concentration","Bone-Volume","FractionAucLastToInf",0.0870046708114994
"Organism|Lung|Interstitial|Raltegravir|Concentration","Stomach-Volume","FractionAucLastToInf",0.000747500735521288
"Organism|Lung|Interstitial|Raltegravir|Concentration","Heart-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Lung-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Kidney-Volume","CL",0.225518499279456
"Organism|Lung|Interstitial|Raltegravir|Concentration","Brain-Volume","CL",0
"Organism|Lung|Interstitial|Raltegravir|Concentration","Muscle-Volume","CL",-0.00102776302271264
